0 0 0 .B.....B..C...AAC.DFFFC.DGHIEE.GHI..
1 1 0 .......B..C..BAAC.DFFFC.DGHIEE.GHI.. B99
1 1 0 .B..C..B..C...AAC.DFFF..DGHIEE.GHI.. C99
1 1 0 .B.....B..C..AA.C.DFFFC.DGHIEE.GHI.. A99
1 1 0 .B.....B..C.AA..C.DFFFC.DGHIEE.GHI.. A98
1 1 0 .B.....B..C.D.AAC.DFFFC..GHIEE.GHI.. D99
1 1 0 .B....DB..C.D.AAC..FFFC..GHIEE.GHI.. D98
1 1 0 DB....DB..C...AAC..FFFC..GHIEE.GHI.. D97
1 1 0 .B.....B..C...AAC..FFFC.DGHIEEDGHI.. D99
2 2 0 ....C..B..C..BAAC.DFFF..DGHIEE.GHI.. B99 C99
2 2 0 .......B..C.DBAAC.DFFFC..GHIEE.GHI.. B99 D99
2 2 0 ......DB..C.DBAAC..FFFC..GHIEE.GHI.. B99 D98
2 2 0 D.....DB..C..BAAC..FFFC..GHIEE.GHI.. B99 D97
2 2 0 .......B..C..BAAC..FFFC.DGHIEEDGHI.. B99 D99
2 2 0 .B..C..B..C..AA.C.DFFF..DGHIEE.GHI.. C99 A99
2 2 0 .B..C..B..C.AA..C.DFFF..DGHIEE.GHI.. C99 A98
2 2 0 .B..C..B..C.D.AAC.DFFF...GHIEE.GHI.. C99 D99
2 2 0 .B..C.DB..C.D.AAC..FFF...GHIEE.GHI.. C99 D98
2 2 0 DB..C.DB..C...AAC..FFF...GHIEE.GHI.. C99 D97
2 2 0 .B..C..B..C...AAC..FFF..DGHIEEDGHI.. C99 D99
2 2 0 .B..C..B..C...AAC.D.FFF.DGHIEE.GHI.. C99 F99
2 2 0 .B..C..B..C...AAC.D..FFFDGHIEE.GHI.. C99 F98
2 2 0 .B.....B..C.DAA.C.DFFFC..GHIEE.GHI.. A99 D99
2 2 0 .B....DB..C.DAA.C..FFFC..GHIEE.GHI.. A99 D98
2 2 0 DB....DB..C..AA.C..FFFC..GHIEE.GHI.. A99 D97
2 2 0 .B.....B..C..AA.C..FFFC.DGHIEEDGHI.. A99 D99
2 2 0 .B.....B..C.AA..C..FFFC.DGHIEEDGHI.. A98 D99
2 2 0 .B....DB..C.D.AAC.FFF.C..GHIEE.GHI.. D98 F99
2 2 0 DB....DB..C.AA..C..FFFC..GHIEE.GHI.. A98 D97
2 2 0 DB....DB..C...AAC.FFF.C..GHIEE.GHI.. D97 F99
2 2 0 .B.....B..C...AAC.FFF.C.DGHIEEDGHI.. D99 F99
3 3 0 ....C..B..C.DBAAC.DFFF...GHIEE.GHI.. B99 C99 D99
3 3 0 ....C.DB..C.DBAAC..FFF...GHIEE.GHI.. B99 C99 D98
3 3 0 D...C.DB..C..BAAC..FFF...GHIEE.GHI.. B99 C99 D97
3 3 0 ....C..B..C..BAAC..FFF..DGHIEEDGHI.. B99 C99 D99
3 3 0 ....C..B..C..BAAC.D.FFF.DGHIEE.GHI.. B99 C99 F99
3 3 0 ....C..B..C..BAAC.D..FFFDGHIEE.GHI.. B99 C99 F98
3 3 0 ......DB..C.DBAAC.FFF.C..GHIEE.GHI.. B99 D98 F99
3 3 0 D.....DB..C..BAAC.FFF.C..GHIEE.GHI.. B99 D97 F99
3 3 0 .......B..C..BAAC.FFF.C.DGHIEEDGHI.. B99 D99 F99
3 3 0 .B..C..B..C.DAA.C.DFFF...GHIEE.GHI.. C99 A99 D99
3 3 0 .B..C.DB..C.DAA.C..FFF...GHIEE.GHI.. C99 A99 D98
3 3 0 DB..C.DB..C..AA.C..FFF...GHIEE.GHI.. C99 A99 D97
3 3 0 .B..C..B..C..AA.C..FFF..DGHIEEDGHI.. C99 A99 D99
3 3 0 .B..C..B..C..AA.C.D.FFF.DGHIEE.GHI.. C99 A99 F99
3 3 0 .B..C..B..C..AA.C.D..FFFDGHIEE.GHI.. C99 A99 F98
3 3 0 .B..C..B..C.AA..C..FFF..DGHIEEDGHI.. C99 A98 D99
3 3 0 .B..C..B..C.AA..C.D.FFF.DGHIEE.GHI.. C99 A98 F99
3 3 0 .B..C..B..C.AA..C.D..FFFDGHIEE.GHI.. C99 A98 F98
3 3 0 .B..C..B..C.D.AAC.D.FFF..GHIEE.GHI.. C99 D99 F99
3 3 0 .B..C..B..C.D.AAC.D..FFF.GHIEE.GHI.. C99 D99 F98
3 3 0 .B..C.DB..C.D.AAC.FFF....GHIEE.GHI.. C99 D98 F99
3 3 0 .B..C.DB..C.D.AAC...FFF..GHIEE.GHI.. C99 D98 F99
3 3 0 .B..C.DB..C.D.AAC....FFF.GHIEE.GHI.. C99 D98 F98
3 3 0 DB..C.DB..C.AA..C..FFF...GHIEE.GHI.. C99 A98 D97
3 3 0 DB..C.DB..C...AAC.FFF....GHIEE.GHI.. C99 D97 F99
3 3 0 DB..C.DB..C...AAC...FFF..GHIEE.GHI.. C99 D97 F99
3 3 0 DB..C.DB..C...AAC....FFF.GHIEE.GHI.. C99 D97 F98
3 3 0 .B..C..B..C...AAC.FFF...DGHIEEDGHI.. C99 D99 F99
3 3 0 .B..C..B..C...AAC...FFF.DGHIEEDGHI.. C99 D99 F99
3 3 0 .B..C..B..C...AAC....FFFDGHIEEDGHI.. C99 D99 F98
3 3 0 ....C.....C..BAAC.DBFFF.DGHIEE.GHI.. B98 C99 F99
3 3 0 .B..C..B..C...AAC.DGFFF.DGHIEE..HI.. C99 F99 G99
3 3 0 .B..C..B..C..GAAC.DGFFF.D.HIEE..HI.. C99 F99 G98
3 3 0 ....C.....C..BAAC.DB.FFFDGHIEE.GHI.. B98 C99 F98
3 3 0 .B..C..B..C...AAC.DG.FFFDGHIEE..HI.. C99 F98 G99
3 3 0 .B..C..B..C..GAAC.DG.FFFD.HIEE..HI.. C99 F98 G98
3 3 0 .B..C..B..C...AAC.D.HFFFDGHIEE.G.I.. C99 F98 H99
3 3 0 .B....DB..C.DAA.C.FFF.C..GHIEE.GHI.. A99 D98 F99
3 3 0 DB....DB..C..AA.C.FFF.C..GHIEE.GHI.. A99 D97 F99
3 3 0 .B.....B..C..AA.C.FFF.C.DGHIEEDGHI.. A99 D99 F99
3 3 0 .B.....B..C.AA..C.FFF.C.DGHIEEDGHI.. A98 D99 F99
3 3 0 .B....DB..C.D.AAC.FFFIC..GHIEE.GH... D98 F99 I99
3 3 0 DB....DB..C.AA..C.FFF.C..GHIEE.GHI.. A98 D97 F99
3 3 0 DB....DB..C...AAC.FFFIC..GHIEE.GH... D97 F99 I99
3 3 0 .B.....B..C...AAC.FFFIC.DGHIEEDGH... D99 F99 I99
7 7 0 .B.IC.DB.IC.DAA.C...HFFF.GH.EE.G.... C99 A99 D98 F96 H99 I96
7 7 0 .B.IC.DB.IC.DAA.C....FFF.GHEE..GH... C99 A99 D98 F96 I96 E99
7 7 0 DB..C.DB.IC..AAIC..FFF...GHEE..GH... C99 A99 D97 F98 I97 E99
7 7 0 DB..C.DB.IC..AAIC..GFFF..GH.EE..H... C99 A99 D97 F97 G99 I97
7 7 0 DB..C.DB.IC..AAIC...FFF..GHEE..GH... C99 A99 D97 F97 I97 E99
7 7 0 DB..C.DB.IC..AAIC..G.FFF.GH.EE..H... C99 A99 D97 F96 G99 I97
7 7 0 DB..C.DB.IC..AAIC...HFFF.GH.EE.G.... C99 A99 D97 F96 H99 I97
7 7 0 DB..C.DB.IC..AAIC....FFF.GHEE..GH... C99 A99 D97 F96 I97 E99
7 7 0 D..IC.DB.IC..BAAC.FFF....GH.EE.GH... B99 C99 A98 D97 F99 I96
7 7 0 DB.IC.DB.IC...AAC..FFF...GH.EE.GH... C99 A98 D97 F98 I96
7 7 0 DB.IC.DB.IC...AAC...FFF..GH.EE.GH... C99 A98 D97 F97 I96
7 7 0 DB.IC.DB.IC...AAC....FFF.GH.EE.GH... C99 A98 D97 F96 I96
7 7 0 DB.IC.DB.IC...AAC.FFF....GHEE..GH... C99 A98 D97 F99 I96 E99
7 7 0 DB.IC.DB.IC..AA.C..FFF...GHEE..GH... C99 A99 D97 F98 I96 E99
7 7 0 DB.IC.DB.IC..AA.C..GFFF..GH.EE..H... C99 A99 D97 F97 G99 I96
7 7 0 DB.IC.DB.IC..AA.C...FFF..GHEE..GH... C99 A99 D97 F97 I96 E99
7 7 0 DB.IC.DB.IC..AA.C..G.FFF.GH.EE..H... C99 A99 D97 F96 G99 I96
7 7 0 DB.IC.DB.IC..AA.C...HFFF.GH.EE.G.... C99 A99 D97 F96 H99 I96
7 7 0 DB.IC.DB.IC..AA.C....FFF.GHEE..GH... C99 A99 D97 F96 I96 E99
7 7 0 .B..C..B.IC..AAIC..FFF..DGHEE.DGH... C99 A99 D99 F98 I97 E99
7 7 0 .B..C..B.IC..AAIC..GFFF.DGH.EED.H... C99 A99 D99 F97 G99 I97
7 7 0 .B..C..B.IC..AAIC...FFF.DGHEE.DGH... C99 A99 D99 F97 I97 E99
7 7 0 .B..C..B.IC..AAIC..G.FFFDGH.EED.H... C99 A99 D99 F96 G99 I97
7 7 0 .B..C..B.IC..AAIC...HFFFDGH.EEDG.... C99 A99 D99 F96 H99 I97
7 7 0 .B..C..B.IC..AAIC....FFFDGHEE.DGH... C99 A99 D99 F96 I97 E99
7 7 0 ...IC..B.IC..BAAC.FFF...DGH.EEDGH... B99 C99 A98 D99 F99 I96
7 7 0 .B.IC..B.IC...AAC..FFF..DGH.EEDGH... C99 A98 D99 F98 I96
7 7 0 .B.IC..B.IC...AAC...FFF.DGH.EEDGH... C99 A98 D99 F97 I96
7 7 0 .B.IC..B.IC...AAC....FFFDGH.EEDGH... C99 A98 D99 F96 I96
7 7 0 .B.IC..B.IC...AAC.FFF...DGHEE.DGH... C99 A98 D99 F99 I96 E99
7 7 0 .B.IC..B.IC..AA.C..FFF..DGHEE.DGH... C99 A99 D99 F98 I96 E99
7 7 0 .B.IC..B.IC..AA.C..GFFF.DGH.EED.H... C99 A99 D99 F97 G99 I96
7 7 0 .B.IC..B.IC..AA.C...FFF.DGHEE.DGH... C99 A99 D99 F97 I96 E99
7 7 0 .B.IC..B.IC..AA.C..G.FFFDGH.EED.H... C99 A99 D99 F96 G99 I96
7 7 0 .B.IC..B.IC..AA.C...HFFFDGH.EEDG.... C99 A99 D99 F96 H99 I96
7 7 0 .B.IC..B.IC..AA.C....FFFDGHEE.DGH... C99 A99 D99 F96 I96 E99
7 7 0 .B..C..B.IC.AA.IC.DFFF..DGH.EE.GH... C99 A98 D98 F98 I97
7 7 0 .B..C..B.IC.AA.IC..FFF..DGHEE.DGH... C99 A98 D99 F98 I97 E99
7 7 0 .B..C..B.IC.AA.IC.D.FFF.DGH.EE.GH... C99 A98 D98 F97 I97
7 7 0 .B..C..B.IC.AA.IC..GFFF.DGH.EED.H... C99 A98 D99 F97 G99 I97
7 7 0 .B..C..B.IC.AA.IC...FFF.DGHEE.DGH... C99 A98 D99 F97 I97 E99
7 7 0 .B..C..B.IC.AA.IC.D..FFFDGH.EE.GH... C99 A98 D98 F96 I97
7 7 0 .B..C..B.IC.AA.IC..G.FFFDGH.EED.H... C99 A98 D99 F96 G99 I97
7 7 0 .B..C..B.IC.AA.IC...HFFFDGH.EEDG.... C99 A98 D99 F96 H99 I97
7 7 0 .B..C..B.IC.AAHIC...HFFFDG..EEDG.... C99 A98 D99 F96 H98 I97
7 7 0 .B..C..BHIC.AAHIC....FFFDG..EEDG.... C99 A98 D99 F96 H97 I97
7 7 0 .BH.C..BHIC.AA.IC....FFFDG..EEDG.... C99 A98 D99 F96 H96 I97
7 7 0 .B..C..B.IC.AA.IC....FFFDGHEE.DGH... C99 A98 D99 F96 I97 E99
7 7 0 .B.IC..B.IC.AA..C.DFFF..DGH.EE.GH... C99 A98 D98 F98 I96
7 7 0 .B.IC..B.IC.AA..C..FFF..DGHEE.DGH... C99 A98 D99 F98 I96 E99
7 7 0 .B.IC..B.IC.AA..C.D.FFF.DGH.EE.GH... C99 A98 D98 F97 I96
7 7 0 .B.IC..B.IC.AA..C..GFFF.DGH.EED.H... C99 A98 D99 F97 G99 I96
7 7 0 .B.IC..B.IC.AA..C...FFF.DGHEE.DGH... C99 A98 D99 F97 I96 E99
7 7 0 .B.IC..B.IC.AA..C.D..FFFDGH.EE.GH... C99 A98 D98 F96 I96
7 7 0 .B.IC..B.IC.AA..C..G.FFFDGH.EED.H... C99 A98 D99 F96 G99 I96
7 7 0 .B.IC..B.IC.AA..C...HFFFDGH.EEDG.... C99 A98 D99 F96 H99 I96
7 7 0 .B.IC..B.IC.AAH.C...HFFFDG..EEDG.... C99 A98 D99 F96 H98 I96
7 7 0 .B.IC..BHIC.AAH.C....FFFDG..EEDG.... C99 A98 D99 F96 H97 I96
7 7 0 .BHIC..BHIC.AA..C....FFFDG..EEDG.... C99 A98 D99 F96 H96 I96
7 7 0 .B.IC..B.IC.AA..C....FFFDGHEE.DGH... C99 A98 D99 F96 I96 E99
7 7 0 .B..C..BH.C.AAH.C..GFFF.DG.IEED..I.. C99 A98 D99 F97 G99 H97
7 7 0 .BH.C..BH.C..AA.C..G.FFFDG.IEED..I.. C99 A97 D99 F98 G99 H96
7 7 0 .BH.C..BH.C...AAC..G.FFFDG.IEED..I.. C99 A96 D99 F98 G99 H96
7 7 0 .BH.C..BH.C.AA..C..GFFF.DG.IEED..I.. C99 A98 D99 F97 G99 H96
7 7 0 .B.....BH.C.AAH.C..FFFC.DG.IEEDG.I.. C98 A98 D99 F96 H97
7 7 0 .B.....BH.C.AAH.C.FFF.C.DG.IEEDG.I.. C98 A98 D99 F95 H97
7 7 0 .B..C..BH.C.AAH.C.FFFI..DG.IEEDG.... C99 A98 D99 F95 H97 I99
7 7 0 .B..C..BH.C.AAHIC.FFFI..DG..EEDG.... C99 A98 D99 F95 H97 I98
7 7 0 .B..C..BHIC.AAHIC.FFF...DG..EEDG.... C99 A98 D99 F95 H97 I97
7 7 0 .B.IC..BHIC.AAH.C.FFF...DG..EEDG.... C99 A98 D99 F95 H97 I96
7 7 0 .BH.C..BH.C..AA.C...FFF.DG.IEEDG.I.. C99 A97 D99 F97 H96
7 7 0 .BH.C..BH.C..AA.C..FFF..DG.IEEDG.I.. C99 A97 D99 F96 H96
7 7 0 .BH.C..BH.C..AA.C.FFF...DG.IEEDG.I.. C99 A97 D99 F95 H96
7 7 0 ..H.C..BH.C..BAAC....FFFDG.IEEDG.I.. B99 C99 A96 D99 F98 H96
7 7 0 ..H.C...H.C..BAAC..B.FFFDG.IEEDG.I.. B98 C99 A96 D99 F98 H96
7 7 0 .BH.C..BH.C...AAC...FFF.DG.IEEDG.I.. C99 A96 D99 F97 H96
7 7 0 .BH.C..BH.C...AAC..FFF..DG.IEEDG.I.. C99 A96 D99 F96 H96
7 7 0 .BH.C..BH.C...AAC.FFF...DG.IEEDG.I.. C99 A96 D99 F95 H96
7 7 0 .BH.C..BH.C..GAAC..G.FFFD..IEED..I.. C99 A96 D99 F98 G98 H96
7 7 0 .BH....BH.C.AA..C..FFFC.DG.IEEDG.I.. C98 A98 D99 F96 H96
7 7 0 .BH....BH.C.AA..C.FFF.C.DG.IEEDG.I.. C98 A98 D99 F95 H96
7 7 0 .BH.C..BH.C.AA..C.FFFI..DG.IEEDG.... C99 A98 D99 F95 H96 I99
7 7 0 .BH.C..BH.C.AA.IC.FFFI..DG..EEDG.... C99 A98 D99 F95 H96 I98
7 7 0 .BH.C..BHIC.AA.IC.FFF...DG..EEDG.... C99 A98 D99 F95 H96 I97
7 7 0 .BHIC..BHIC.AA..C.FFF...DG..EEDG.... C99 A98 D99 F95 H96 I96
7 7 0 .BH.C..BH.C.DAA.C.DG.FFF.G.IEE...I.. C99 A97 D99 F98 G99 H96
7 7 0 .BH.C.DBH.C.DAA.C..G.FFF.G.IEE...I.. C99 A97 D98 F98 G99 H96
7 7 0 DBH.C.DBH.C..AA.C..G.FFF.G.IEE...I.. C99 A97 D97 F98 G99 H96
7 7 0 .BH.C..BH.C..AA.C.DGFFF.DG.IEE...I.. C99 A97 F97 G99 H96
7 7 0 ..H.C..BH.C..BAAC.DG.FFFDG.IEE...I.. B99 C99 A96 F98 G99 H96
7 7 0 .BH.C..BH.C.D.AAC.DG.FFF.G.IEE...I.. C99 A96 D99 F98 G99 H96
7 7 0 .BH.C.DBH.C.D.AAC..G.FFF.G.IEE...I.. C99 A96 D98 F98 G99 H96
7 7 0 DBH.C.DBH.C...AAC..G.FFF.G.IEE...I.. C99 A96 D97 F98 G99 H96
7 7 0 .BH.C..BH.C...AAC.DGFFF.DG.IEE...I.. C99 A96 F97 G99 H96
7 7 0 .BH.C..BH.C.DAA.C.D.FFF..G.IEE.G.I.. C99 A97 D99 F97 H96
7 7 0 .BH.C..BH.C.DAA.C.DFFF...G.IEE.G.I.. C99 A97 D99 F96 H96
7 7 0 .BH.C.DBH.C.DAA.C...FFF..G.IEE.G.I.. C99 A97 D98 F97 H96
7 7 0 .BH.C.DBH.C.DAA.C..FFF...G.IEE.G.I.. C99 A97 D98 F96 H96
7 7 0 .BH.C.DBH.C.DAA.C.FFF....G.IEE.G.I.. C99 A97 D98 F95 H96
7 7 0 DBH.C.DBH.C..AA.C...FFF..G.IEE.G.I.. C99 A97 D97 F97 H96
7 7 0 DBH.C.DBH.C..AA.C..FFF...G.IEE.G.I.. C99 A97 D97 F96 H96
7 7 0 DBH.C.DBH.C..AA.C.FFF....G.IEE.G.I.. C99 A97 D97 F95 H96
7 7 0 .BH....BH.C..AA.C.DFFFC.DG.IEE.G.I.. C98 A97 F96 H96
7 7 0 ..H.C..BH.C.DBAAC.D..FFF.G.IEE.G.I.. B99 C99 A96 D99 F98 H96
7 7 0 ..H.C.DBH.C.DBAAC....FFF.G.IEE.G.I.. B99 C99 A96 D98 F98 H96
7 7 0 D.H.C.DBH.C..BAAC....FFF.G.IEE.G.I.. B99 C99 A96 D97 F98 H96
7 7 0 ..H.C..BH.C..BAAC.D.FFF.DG.IEE.G.I.. B99 C99 A96 F97 H96
7 7 0 ..H.C..BH.C..BAAC.DFFF..DG.IEE.G.I.. B99 C99 A96 F96 H96
7 7 0 ..H.C...H.C.DBAAC.DB.FFF.G.IEE.G.I.. B98 C99 A96 D99 F98 H96
7 7 0 ..H.C.D.H.C.DBAAC..B.FFF.G.IEE.G.I.. B98 C99 A96 D98 F98 H96
7 7 0 D.H.C.D.H.C..BAAC..B.FFF.G.IEE.G.I.. B98 C99 A96 D97 F98 H96
7 7 0 ..H.C...H.C..BAAC.DBFFF.DG.IEE.G.I.. B98 C99 A96 F97 H96
7 7 0 .BH.C..BH.C.D.AAC.D.FFF..G.IEE.G.I.. C99 A96 D99 F97 H96
7 7 0 .BH.C..BH.C.D.AAC.DFFF...G.IEE.G.I.. C99 A96 D99 F96 H96
7 7 0 .BH.C..BH.C.DGAAC.DG.FFF...IEE...I.. C99 A96 D99 F98 G98 H96
7 7 0 .BH.C.DBH.C.D.AAC...FFF..G.IEE.G.I.. C99 A96 D98 F97 H96
7 7 0 .BH.C.DBH.C.D.AAC..FFF...G.IEE.G.I.. C99 A96 D98 F96 H96
7 7 0 .BH.C.DBH.C.D.AAC.FFF....G.IEE.G.I.. C99 A96 D98 F95 H96
7 7 0 .BH.C.DBH.C.DGAAC..G.FFF...IEE...I.. C99 A96 D98 F98 G98 H96
7 7 0 DBH.C.DBH.C...AAC...FFF..G.IEE.G.I.. C99 A96 D97 F97 H96
7 7 0 DBH.C.DBH.C...AAC..FFF...G.IEE.G.I.. C99 A96 D97 F96 H96
7 7 0 DBH.C.DBH.C...AAC.FFF....G.IEE.G.I.. C99 A96 D97 F95 H96
7 7 0 DBH.C.DBH.C..GAAC..G.FFF...IEE...I.. C99 A96 D97 F98 G98 H96
7 7 0 .BH.C..BH.C..GAAC.DGFFF.D..IEE...I.. C99 A96 F97 G98 H96
7 7 0 .BH....BH.C...AAC.DFFFC.DG.IEE.G.I.. C98 A96 F96 H96
7 7 0 DB..C.DB.IC.AA.IC..FFF...GHEE..GH... C99 A98 D97 F98 I97 E99
7 7 0 DB..C.DB.IC.AA.IC..GFFF..GH.EE..H... C99 A98 D97 F97 G99 I97
7 7 0 DB..C.DB.IC.AA.IC...FFF..GHEE..GH... C99 A98 D97 F97 I97 E99
7 7 0 DB..C.DB.IC.AA.IC..G.FFF.GH.EE..H... C99 A98 D97 F96 G99 I97
7 7 0 DB..C.DB.IC.AA.IC...HFFF.GH.EE.G.... C99 A98 D97 F96 H99 I97
7 7 0 DB..C.DB.IC.AAHIC...HFFF.G..EE.G.... C99 A98 D97 F96 H98 I97
7 7 0 DB..C.DBHIC.AAHIC....FFF.G..EE.G.... C99 A98 D97 F96 H97 I97
7 7 0 DBH.C.DBHIC.AA.IC....FFF.G..EE.G.... C99 A98 D97 F96 H96 I97
7 7 0 DB..C.DB.IC.AA.IC....FFF.GHEE..GH... C99 A98 D97 F96 I97 E99
7 7 0 DB.IC.DB.IC.AA..C..FFF...GHEE..GH... C99 A98 D97 F98 I96 E99
7 7 0 DB.IC.DB.IC.AA..C..GFFF..GH.EE..H... C99 A98 D97 F97 G99 I96
7 7 0 DB.IC.DB.IC.AA..C...FFF..GHEE..GH... C99 A98 D97 F97 I96 E99
7 7 0 DB.IC.DB.IC.AA..C..G.FFF.GH.EE..H... C99 A98 D97 F96 G99 I96
7 7 0 DB.IC.DB.IC.AA..C...HFFF.GH.EE.G.... C99 A98 D97 F96 H99 I96
7 7 0 DB.IC.DB.IC.AAH.C...HFFF.G..EE.G.... C99 A98 D97 F96 H98 I96
7 7 0 DB.IC.DBHIC.AAH.C....FFF.G..EE.G.... C99 A98 D97 F96 H97 I96
7 7 0 DBHIC.DBHIC.AA..C....FFF.G..EE.G.... C99 A98 D97 F96 H96 I96
7 7 0 DB.IC.DB.IC.AA..C....FFF.GHEE..GH... C99 A98 D97 F96 I96 E99
7 7 0 DB..C.DBH.C.AAH.C..GFFF..G.IEE...I.. C99 A98 D97 F97 G99 H97
7 7 0 DBH.C.DBH.C.AA..C..GFFF..G.IEE...I.. C99 A98 D97 F97 G99 H96
7 7 0 DB....DBH.C.AAH.C..FFFC..G.IEE.G.I.. C98 A98 D97 F96 H97
7 7 0 DB....DBH.C.AAH.C.FFF.C..G.IEE.G.I.. C98 A98 D97 F95 H97
7 7 0 DB..C.DBH.C.AAH.C.FFFI...G.IEE.G.... C99 A98 D97 F95 H97 I99
7 7 0 DB..C.DBH.C.AAHIC.FFFI...G..EE.G.... C99 A98 D97 F95 H97 I98
7 7 0 DB..C.DBHIC.AAHIC.FFF....G..EE.G.... C99 A98 D97 F95 H97 I97
7 7 0 DB.IC.DBHIC.AAH.C.FFF....G..EE.G.... C99 A98 D97 F95 H97 I96
7 7 0 DBH...DBH.C.AA..C..FFFC..G.IEE.G.I.. C98 A98 D97 F96 H96
7 7 0 DBH...DBH.C.AA..C.FFF.C..G.IEE.G.I.. C98 A98 D97 F95 H96
7 7 0 DBH.C.DBH.C.AA..C.FFFI...G.IEE.G.... C99 A98 D97 F95 H96 I99
7 7 0 DBH.C.DBH.C.AA.IC.FFFI...G..EE.G.... C99 A98 D97 F95 H96 I98
7 7 0 DBH.C.DBHIC.AA.IC.FFF....G..EE.G.... C99 A98 D97 F95 H96 I97
7 7 0 DBHIC.DBHIC.AA..C.FFF....G..EE.G.... C99 A98 D97 F95 H96 I96
7 7 0 .B.....B.IC.DAAIC.DFFFC..GHEE..GH... A99 D97 F98 I97 E99
7 7 0 .B.....B.IC..AAIC.DFFFC.DGHEE..GH... A99 D96 F98 I97 E99
7 7 0 ...I..DB.IC.DBAAC..FFFC..GH.EE.GH... B99 A98 D98 F98 I96
7 7 0 ...I..DB.IC.DBAAC.FFF.C..GHEE..GH... B99 A98 D98 F99 I96 E99
7 7 0 .B.I...B.IC.D.AAC.DFFFC..GH.EE.GH... A98 D97 F98 I96
7 7 0 .B.I...B.IC...AAC.DFFFC.DGH.EE.GH... A98 D96 F98 I96
7 7 0 .B.I..DB.IC.D.AAC..FFFC..GHEE..GH... A98 D98 F98 I96 E99
7 7 0 .B.I...B.IC.DAA.C.DFFFC..GHEE..GH... A99 D97 F98 I96 E99
7 7 0 .B.I...B.IC..AA.C.DFFFC.DGHEE..GH... A99 D96 F98 I96 E99
7 7 0 D..I..DB.IC..BAAC..FFFC..GH.EE.GH... B99 A98 D97 F98 I96
7 7 0 D..I..DB.IC..BAAC.FFF.C..GHEE..GH... B99 A98 D97 F99 I96 E99
7 7 0 DB.I..DB.IC...AAC..FFFC..GHEE..GH... A98 D97 F98 I96 E99
7 7 0 ...I...B.IC..BAAC..FFFC.DGH.EEDGH... B99 A98 D99 F98 I96
7 7 0 ...I...B.IC..BAAC.FFF.C.DGHEE.DGH... B99 A98 D99 F99 I96 E99
7 7 0 .B.I...B.IC...AAC..FFFC.DGHEE.DGH... A98 D99 F98 I96 E99
7 7 0 .B.....B.IC.AA.IC.DFFFC.DGHEE..GH... A98 D98 F98 I97 E99
7 7 0 .B.I...B.IC.AA..C.DFFFC.DGHEE..GH... A98 D98 F98 I96 E99
8 8 0 .B..C..B.IC.DAAIC.DFFF...GHEE..GH... C99 A99 D97 F98 I97 E99
8 8 0 .B..C..B.IC..AAIC.DFFF..DGHEE..GH... C99 A99 D96 F98 I97 E99
8 8 0 .B..C..B.IC.DAAIC.DGFFF..GH.EE..H... C99 A99 D97 F97 G99 I97
8 8 0 .B..C..B.IC.DAAIC.D.FFF..GHEE..GH... C99 A99 D97 F97 I97 E99
8 8 0 .B..C..B.IC..AAIC.DGFFF.DGH.EE..H... C99 A99 D96 F97 G99 I97
8 8 0 .B..C..B.IC..AAIC.D.FFF.DGHEE..GH... C99 A99 D96 F97 I97 E99
8 8 0 .B..C.DB.IC.DAAIC..GFFF..GHEE...H... C99 A99 D98 F97 G99 I97 E99
8 8 0 .B..C..B.IC.DAAIC.DG.FFF.GH.EE..H... C99 A99 D97 F96 G99 I97
8 8 0 .B..C..B.IC.DAAIC.D.HFFF.GH.EE.G.... C99 A99 D97 F96 H99 I97
8 8 0 .B..C..B.IC.DAAIC.D..FFF.GHEE..GH... C99 A99 D97 F96 I97 E99
8 8 0 .B..C..B.IC..AAIC.DG.FFFDGH.EE..H... C99 A99 D96 F96 G99 I97
8 8 0 .B..C..B.IC..AAIC.D.HFFFDGH.EE.G.... C99 A99 D96 F96 H99 I97
8 8 0 .B..C..B.IC..AAIC.D..FFFDGHEE..GH... C99 A99 D96 F96 I97 E99
8 8 0 .B..C.DB.IC.DAAIC..GHFFF.GH.EE...... C99 A99 D98 F96 G99 H99 I97
8 8 0 .B..C.DB.IC.DAAIC..G.FFF.GHEE...H... C99 A99 D98 F96 G99 I97 E99
8 8 0 .B..C.DB.IC.DAAIC...HFFF.GHEE..G.... C99 A99 D98 F96 H99 I97 E99
8 8 0 ...IC.DB.IC.DBAAC..FFF...GH.EE.GH... B99 C99 A98 D98 F98 I96
8 8 0 ...IC.DB.IC.DBAAC...FFF..GH.EE.GH... B99 C99 A98 D98 F97 I96
8 8 0 ...IC.DB.IC.DBAAC....FFF.GH.EE.GH... B99 C99 A98 D98 F96 I96
8 8 0 ...IC.DB.IC.DBAAC.FFF....GHEE..GH... B99 C99 A98 D98 F99 I96 E99
8 8 0 .B.IC..B.IC.D.AAC.DFFF...GH.EE.GH... C99 A98 D97 F98 I96
8 8 0 .B.IC..B.IC...AAC.DFFF..DGH.EE.GH... C99 A98 D96 F98 I96
8 8 0 .B.IC.DB.IC.D.AAC..FFF...GHEE..GH... C99 A98 D98 F98 I96 E99
8 8 0 ...IC.D..IC.DBAAC..BFFF..GH.EE.GH... B98 C99 A98 D98 F97 I96
8 8 0 .B.IC..B.IC.D.AAC.D.FFF..GH.EE.GH... C99 A98 D97 F97 I96
8 8 0 .B.IC..B.IC...AAC.D.FFF.DGH.EE.GH... C99 A98 D96 F97 I96
